,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction
1,2,2,3,3,79,17,7,0.5743,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,18,7,0.36985,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,18,7,0.36985,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,19,7,0.30384999999999995,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,19,7,0.30384999999999995,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,20,7,0.3758,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,20,7,0.3758,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,21,7,0.06449999999999999,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,21,7,0.06449999999999999,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,22,7,0.07474999999999998,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,22,7,0.07474999999999998,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,23,7,0.06495,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,23,7,0.06495,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,24,7,0.07944999999999999,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,24,7,0.07944999999999999,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,25,7,0.0566,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,25,7,0.0566,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,26,7,0.06695,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,26,7,0.06695,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,27,7,0.08779999999999999,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,27,7,0.08779999999999999,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,28,7,0.0844,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,28,7,0.0844,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,29,7,0.09225,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,29,14,0.09225,2,remove,ld,1,"[7, 7]","[6, 8]",False
0,1,2,3,3,79,30,7,0.6062000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,30,7,0.6062000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,31,7,0.20154999999999998,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,31,7,0.20154999999999998,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,32,7,0.08445,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,32,7,0.08445,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,33,7,0.10985,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,33,7,0.10985,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,34,7,0.08620000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,34,7,0.08620000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,35,7,0.08130000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,35,7,0.08130000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,36,7,0.07935,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,36,7,0.07935,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,37,7,0.08079999999999998,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,37,7,0.08079999999999998,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,38,7,0.09135000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,38,7,0.09135000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,39,7,0.09564999999999999,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,39,7,0.09564999999999999,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,40,7,0.0613,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,40,7,0.0613,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,41,7,0.06200000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,41,7,0.06200000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,42,7,0.0678,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,42,7,0.0678,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,43,7,0.0708,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,43,7,0.0708,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,44,7,0.040600000000000004,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,44,7,0.040600000000000004,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,45,7,0.11885000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,45,7,0.11885000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,46,7,0.12054999999999998,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,46,7,0.12054999999999998,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,47,7,0.079,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,47,7,0.079,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,48,7,0.05840000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,48,7,0.05840000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,49,7,0.05870000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,49,7,0.05870000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,50,7,0.10245000000000001,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,50,7,0.10245000000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,51,7,0.093,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,51,7,0.093,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,52,7,0.09079999999999999,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,52,7,0.09079999999999999,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,53,7,0.07425,2,move,d,1,"[1, 7]","[1, 8]",False
1,2,2,3,3,79,53,7,0.07425,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,54,5,0.13884999999999997,2,move,r,5,"[1, 7]","[2, 7]",False
1,2,2,3,3,79,54,7,0.13884999999999997,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,55,7,48.9572,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,55,7,48.9572,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,56,7,27.052550000000004,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,56,7,27.052550000000004,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,57,7,12.299699999999998,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,57,7,12.299699999999998,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,58,7,11.51705,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,58,7,11.51705,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,59,7,38.62205,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,59,7,38.62205,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,60,7,29.383349999999997,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,60,7,29.383349999999997,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,61,7,6.2086500000000004,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,61,7,6.2086500000000004,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,62,7,5.74995,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,62,7,5.74995,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,63,7,18.587999999999997,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,63,12,18.587999999999997,2,remove,l,4,"[7, 7]","[6, 7]",False
0,1,2,3,3,79,64,7,0.07694999999999999,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,64,7,0.07694999999999999,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,65,7,3.7668999999999997,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,65,7,3.7668999999999997,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,66,7,11.375950000000001,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,66,7,11.375950000000001,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,67,7,2.1735999999999995,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,67,7,2.1735999999999995,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,68,7,3.48205,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,68,7,3.48205,2,move,d,1,"[7, 7]","[7, 8]",False
0,1,2,3,3,79,69,14,0.12315000000000001,2,remove,ld,1,"[2, 7]","[1, 8]",False
1,2,2,3,3,79,69,5,0.12315000000000001,2,move,r,5,"[7, 7]","[8, 7]",False
0,1,2,3,3,79,70,7,1.0185,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,70,7,1.0185,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,71,7,1.3757,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,71,7,1.3757,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,72,7,1.1772,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,72,7,1.1772,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,73,7,2.10635,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,73,7,2.10635,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,74,7,0.14135,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,74,7,0.14135,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,75,7,0.4828,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,75,7,0.4828,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,76,7,0.36645000000000005,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,76,7,0.36645000000000005,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,77,7,0.25410000000000005,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,77,7,0.25410000000000005,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,78,7,0.23704999999999993,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,78,7,0.23704999999999993,2,move,d,1,"[8, 7]","[8, 8]",False
0,1,2,3,3,79,79,7,0.07999999999999999,2,move,d,1,"[2, 7]","[2, 8]",False
1,2,2,3,3,79,79,7,0.07999999999999999,2,move,d,1,"[8, 7]","[8, 8]",False
